date,broad_dollar_index,provenance_note
2023-05-31,120.9662,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-01,120.0491,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-02,120.0049,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-05,120.0048,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-06,119.9718,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-07,119.859,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-08,119.5712,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-09,119.4322,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-12,119.6376,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-13,119.1899,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-14,118.776,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-15,118.5521,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-16,118.4184,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-20,118.938,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-21,118.727,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-22,118.7552,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-23,119.152,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-26,119.0761,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-27,118.8949,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-28,119.3382,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-29,119.527,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-06-30,119.3606,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-03,119.2119,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-05,119.3483,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-06,119.8193,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-07,119.0761,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-10,118.9548,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-11,118.7344,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-12,117.6385,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-13,117.1831,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-14,117.0463,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-17,117.1267,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-18,117.0264,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-19,117.3462,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-20,117.5947,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-21,117.9418,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-24,117.8124,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-25,117.8565,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-26,117.76,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-27,117.8938,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-28,117.788,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-07-31,117.8241,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-01,118.5738,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-02,119.1268,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-03,119.3963,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-04,118.821,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-07,119.0809,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-08,119.6407,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-09,119.476,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-10,119.1581,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-11,119.6268,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-14,120.0725,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-15,120.2127,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-16,120.3551,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-17,120.5242,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-18,120.4321,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-21,120.4627,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-22,120.3554,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-23,120.0307,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-24,120.2354,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-25,120.5137,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-28,120.3155,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-29,120.2669,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-30,119.7937,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-08-31,120.225,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-01,120.759,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-05,121.4345,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-06,121.8671,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-07,121.9528,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-08,121.9475,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-11,121.3386,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-12,121.2913,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-13,121.0549,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-14,121.2395,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-15,121.199,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-18,121.1938,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-19,121.1645,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-20,120.9648,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-21,121.5528,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-22,121.5306,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-25,122.1143,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-26,122.4742,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-27,122.9895,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-28,122.5342,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-09-29,122.3077,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-02,123.0545,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-03,123.7848,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-04,123.5946,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-05,123.8993,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-06,123.3563,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-10,122.9282,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-11,122.7697,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-12,123.2101,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-13,123.5954,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-16,123.3185,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-17,123.1202,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-18,123.8148,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-19,123.798,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-20,123.612,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-23,123.2846,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-24,123.6416,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-25,123.7871,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-26,124.0064,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-27,123.62,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-30,123.4076,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-10-31,123.8364,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-01,123.7922,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-02,122.8818,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-03,121.7564,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-06,121.6484,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-07,122.0777,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-08,122.0926,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-09,122.1281,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-13,122.4264,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-14,121.35,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-15,121.0749,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-16,121.1754,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-17,120.8477,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-20,120.2533,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-21,120.2241,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-22,120.6802,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-24,120.2105,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-27,120.173,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-28,119.5904,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-29,119.8159,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-11-30,120.2434,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-01,119.9424,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-04,120.4727,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-05,120.7913,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-06,120.5334,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-07,120.6013,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-08,120.7607,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-11,120.9279,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-12,120.6817,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-13,121.1571,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-14,119.5683,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-15,119.7382,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-18,119.9102,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-19,119.4632,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-20,119.5435,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-21,119.3168,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-22,119.0625,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-26,118.8875,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-27,118.4729,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-28,118.4104,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2023-12-29,118.4208,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-02,119.2686,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-03,119.6958,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-04,119.6208,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-05,119.388,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-08,119.2506,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-09,119.6666,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-10,119.7614,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-11,119.8916,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-12,119.534,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-16,120.5759,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-17,121.0402,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-18,120.8895,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-19,120.6442,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-22,120.6178,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-23,121.1001,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-24,120.4916,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-25,120.8311,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-26,120.6173,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-29,120.8538,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-30,120.6025,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-01-31,120.4331,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-01,120.3335,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-02,120.902,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-05,121.349,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-06,120.9588,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-07,120.9049,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-08,121.0798,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-09,121.039,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-12,120.9378,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-13,121.5202,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-14,121.4002,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-15,121.2121,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-16,121.1505,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-20,121.0199,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-21,121.0379,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-22,121.102,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-23,121.0369,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-26,121.0592,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-27,120.9647,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-28,121.128,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-02-29,121.1824,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-01,121.0111,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-04,120.872,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-05,120.8846,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-06,120.4649,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-07,120.1909,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-08,119.975,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-11,120.0394,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-12,120.1668,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-13,119.9642,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-14,120.241,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-15,120.4003,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-18,120.5752,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-19,120.9332,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-20,120.9289,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-21,120.8086,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-22,121.1842,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-25,121.0295,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-26,121.0742,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-27,121.0089,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-28,121.0635,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-03-29,121.0191,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-01,121.5151,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-02,121.3035,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-03,121.0198,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-04,120.7613,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-05,120.9646,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-08,120.7359,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-09,120.7048,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-10,121.5727,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-11,121.6081,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-12,122.2885,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-15,122.425,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-16,123.1234,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-17,123.0207,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-18,123.0017,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-19,123.1075,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-22,123.0609,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-23,122.7227,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-24,122.89,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-25,122.8384,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-26,122.9471,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-29,122.5449,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-04-30,122.9853,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-01,123.0168,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-02,122.4384,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-03,122.1375,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-06,121.8913,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-07,122.093,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-08,122.1926,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-09,122.1634,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-10,122.014,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-13,122.0261,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-14,121.9256,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-15,121.3543,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-16,121.2236,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-17,121.2354,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-20,121.2289,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-21,121.3793,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-22,121.5462,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-23,121.7477,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-24,121.6172,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-28,121.43,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-29,122.1641,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-30,121.9601,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-05-31,122.098,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-03,122.3509,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-04,122.7256,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-05,122.5339,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-06,122.3713,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-07,123.549,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-10,123.9125,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-11,124.0349,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-12,123.8295,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-13,124.0235,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-14,124.1694,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-17,124.239,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-18,123.9776,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-20,124.192,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-21,124.1086,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-24,123.7125,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-25,123.9417,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-26,124.26,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-27,124.3379,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-06-28,124.2103,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-01,124.4667,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-02,124.2917,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-03,123.7768,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-05,123.4762,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-08,123.3576,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-09,123.4071,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-10,123.1895,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-11,122.769,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-12,122.4404,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-15,122.6347,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-16,122.7264,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-17,122.518,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-18,122.7909,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-19,123.147,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-22,123.2172,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-23,123.3843,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-24,123.5575,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-25,123.5286,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-26,123.672,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-29,124.1392,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-30,124.2855,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-07-31,123.6373,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-01,123.8693,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-02,123.4681,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-05,123.5787,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-06,123.6532,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-07,123.5698,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-08,123.4466,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-09,122.9276,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-12,123.2204,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-13,123.0146,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-14,122.4297,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-15,122.5844,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-16,122.3972,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-19,121.8788,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-20,121.7728,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-21,121.8535,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-22,122.3626,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-23,121.4597,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-26,121.6943,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-27,121.8672,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-28,121.8943,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-29,122.2333,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-08-30,122.3262,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-03,122.7811,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-04,122.5144,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-05,122.4533,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-06,122.4991,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-09,122.7156,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-10,123.0071,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-11,122.7754,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-12,122.4423,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-13,121.6551,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-16,121.4976,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-17,121.6031,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-18,121.5618,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-19,121.3059,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-20,121.4052,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-23,121.4303,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-24,121.1291,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-25,121.4447,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
2024-09-26,121.0785,美联储广义美元指数；并非ICE DXY，不能冒充论文USDX
