asset_id,local_path,extension,mime_type,size_bytes,signature_result,pdf_pages,readability_result,detail
LCL-0164,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/论文数据来源与复现清单.xlsx,.xlsx,,128084,PASS,,PASS,
LCL-0165,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/论文数据来源与复现清单.xlsx.inspect.ndjson,.ndjson,,4156109,NOT_APPLICABLE,,PASS,
LCL-0166,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/formula_error_scan.ndjson,.ndjson,,60,NOT_APPLICABLE,,PASS,
LCL-0167,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/导读.png,.png,,296719,NOT_APPLICABLE,,PASS,
LCL-0168,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/复现风险.png,.png,,270198,NOT_APPLICABLE,,PASS,
LCL-0169,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/美元指数代理.png,.png,,274924,NOT_APPLICABLE,,PASS,
LCL-0170,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/商品月度代理.png,.png,,347659,NOT_APPLICABLE,,PASS,
LCL-0171,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/实际利率代理.png,.png,,329095,NOT_APPLICABLE,,PASS,
LCL-0172,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/数据清单.png,.png,,492809,NOT_APPLICABLE,,PASS,
LCL-0173,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/质量检查.png,.png,,81621,NOT_APPLICABLE,,PASS,
LCL-0174,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/EPU代理.png,.png,,312384,NOT_APPLICABLE,,PASS,
LCL-0175,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/THUOCL财经词表.png,.png,,95475,NOT_APPLICABLE,,PASS,
LCL-0176,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/workbook_inspect.ndjson,.ndjson,,15877,NOT_APPLICABLE,,PASS,
LCL-0177,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/README_论文学习与数据说明.md,.md,,9074,NOT_APPLICABLE,,PASS,
LCL-0178,10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/scripts/build_reproducibility_package.mjs,.mjs,,30108,NOT_APPLICABLE,,PASS,
LCL-0179,01_比赛与项目基线/本地原件/XH-202612_Smartbi AI驱动的数据创新平台研究.pdf,.pdf,,371900,PASS,12,PASS,
LCL-0180,01_比赛与项目基线/本地原件/XH-202612比赛硬性要求与评分标准_含技术方案.xlsx,.xlsx,,11694,PASS,,PASS,
WEB-0002,06_黄金美元与储备配置/外部原件/WEB-0002__a_href=_/original.html,.html,text/html;charset=UTF-8,50382,NOT_APPLICABLE,,PASS,
WEB-0008,08_企业案例与公开披露/外部原件/WEB-0008_中国期货业协会分析框架，2022/original.pdf,.pdf,application/pdf,1184382,PASS,17,PASS,
WEB-0011,08_企业案例与公开披露/外部原件/WEB-0011_人民银行，2022/original.html,.html,text/html,32106,NOT_APPLICABLE,,PASS,
WEB-0013,06_黄金美元与储备配置/外部原件/WEB-0013__a_href=_/original.html,.html,text/html;charset=UTF-8,72250,NOT_APPLICABLE,,PASS,
WEB-0016,08_企业案例与公开披露/外部原件/WEB-0016_UBS_GFOR_2025/original.pdf,.pdf,application/pdf,7827105,PASS,82,PASS,
WEB-0020,05_全球周期与历史危机/外部原件/WEB-0020_5._American_Institute_for_Economic_Research（AIER），《The_Federal_Reserve_B/original.pdf,.pdf,application/pdf,203424,PASS,58,PASS,
WEB-0026,06_黄金美元与储备配置/外部原件/WEB-0026_XLSX_entry_xl_worksheets_sheet4.xml/original.html,.html,text/html;charset=utf-8,70471,NOT_APPLICABLE,,PASS,
WEB-0039,"04_国别货币与中国出海/外部原件/WEB-0039_boards,/original.html",.html,text/html; charset=utf-8,40595,NOT_APPLICABLE,,PASS,
WEB-0040,06_黄金美元与储备配置/外部原件/WEB-0040_PDF_link_annotation_/original.html,.html,text/html; charset=utf-8,328466,NOT_APPLICABLE,,PASS,
WEB-0042,04_国别货币与中国出海/外部原件/WEB-0042_PDF_link_annotation_/original.html,.html,text/html; charset=utf-8,1129485,NOT_APPLICABLE,,PASS,
WEB-0043,04_国别货币与中国出海/外部原件/WEB-0043_PDF_link_annotation_/original.html,.html,text/html; charset=utf-8,1128846,NOT_APPLICABLE,,PASS,
WEB-0044,04_国别货币与中国出海/外部原件/WEB-0044_World_Bank数据许可/original.html,.html,text/html; charset=utf-8,207425,NOT_APPLICABLE,,PASS,
WEB-0045,07_会计合规与制裁/外部原件/WEB-0045_8._俄罗斯_2015_年_GDP（-2%）：世界银行_WDI：_/original.html,.html,text/html; charset=utf-8,72642,NOT_APPLICABLE,,PASS,
WEB-0046,"06_黄金美元与储备配置/外部原件/WEB-0046_3_World_Bank,_Global_Economic_Monitor,/original.html",.html,text/html; charset=utf-8,45640,NOT_APPLICABLE,,PASS,
WEB-0048,06_黄金美元与储备配置/外部原件/WEB-0048_PDF_link_annotation_/original.html,.html,text/html; charset=utf-8,115923,NOT_APPLICABLE,,PASS,
WEB-0049,"04_国别货币与中国出海/外部原件/WEB-0049_8_World_Bank,_Indicator_API_Queries,/original.html",.html,text/html; charset=utf-8,270319,NOT_APPLICABLE,,PASS,
WEB-0050,06_黄金美元与储备配置/外部原件/WEB-0050_PDF_link_annotation_/original.html,.html,text/html; charset=utf-8,224335,NOT_APPLICABLE,,PASS,
WEB-0060,06_黄金美元与储备配置/外部原件/WEB-0060_PDF_link_annotation_/original.html,.html,text/html;charset=UTF-8,25545,NOT_APPLICABLE,,PASS,
WEB-0073,08_企业案例与公开披露/外部原件/WEB-0073_3._美国财政部年报（1940，圣路易斯联储_FRASER_档案）：1911–1932_年白银年均价格表，1929_年_53.3_美分、1932/original.pdf,.pdf,application/pdf,21109679,PASS,898,PASS,
WEB-0098,06_黄金美元与储备配置/外部原件/WEB-0098_XLSX_entry_xl_worksheets_sheet4.xml/original.html,.html,text/html; charset=UTF-8,122636,NOT_APPLICABLE,,PASS,
WEB-0099,05_全球周期与历史危机/外部原件/WEB-0099_3._U.S._Department_of_the_Treasury（美国财政部），《Exchange_Stabilization_Fund_–/original.html,.html,text/html; charset=UTF-8,112464,NOT_APPLICABLE,,PASS,
WEB-0101,06_黄金美元与储备配置/外部原件/WEB-0101_XLSX_entry_xl_worksheets_sheet2.xml/original.html,.html,text/html; charset=UTF-8,1621196,NOT_APPLICABLE,,PASS,
WEB-0103,08_企业案例与公开披露/外部原件/WEB-0103_公开年报/original.pdf,.pdf,application/pdf,1343438,PASS,97,PASS,
WEB-0108,08_企业案例与公开披露/外部原件/WEB-0108_上海市委金融办，2025-03/original.html,.html,text/html; charset=utf-8,15481,NOT_APPLICABLE,,PASS,
WEB-0109,08_企业案例与公开披露/外部原件/WEB-0109_上海金融局，2025/original.html,.html,text/html; charset=utf-8,18554,NOT_APPLICABLE,,PASS,
WEB-0115,06_黄金美元与储备配置/外部原件/WEB-0115_缺失论文PDF官方开放CDN恢复候选/original.pdf,.pdf,application/pdf,4499707,PASS,40,PASS,
WEB-0128,07_会计合规与制裁/外部原件/WEB-0128_7._2014_年西方制裁（首轮）：EU_美国财政部_OFAC_公告：_/original.html,.html,text/html; charset=UTF-8,43302,NOT_APPLICABLE,,PASS,
WEB-0129,07_会计合规与制裁/外部原件/WEB-0129_PDF_link_annotation_/original.html,.html,text/html; charset=UTF-8,43865,NOT_APPLICABLE,,PASS,
WEB-0132,"05_全球周期与历史危机/外部原件/WEB-0132_1._World_Bank（世界银行），《The_Korean_Financial_Crisis_of_1997_Onset,_Turnarou/original.pdf",.pdf,application/pdf;charset=UTF-8,3588598,PASS,474,PASS,
WEB-0135,08_企业案例与公开披露/外部原件/WEB-0135_东方财富研报，2021/original.pdf,.pdf,application/pdf,3089841,PASS,45,PASS,
WEB-0136,08_企业案例与公开披露/外部原件/WEB-0136_开源证券，2025-02/original.pdf,.pdf,application/pdf,8010631,PASS,69,PASS,
WEB-0137,08_企业案例与公开披露/外部原件/WEB-0137_开源证券，2025-01/original.pdf,.pdf,application/pdf,1154746,PASS,21,PASS,
WEB-0138,08_企业案例与公开披露/外部原件/WEB-0138_建筑业实证，2024/original.pdf,.pdf,application/pdf,540274,PASS,12,PASS,
WEB-0139,06_黄金美元与储备配置/外部原件/WEB-0139_-_PMC：/original.html,.html,text/html; charset=utf-8,364870,NOT_APPLICABLE,,PASS,
WEB-0143,08_企业案例与公开披露/外部原件/WEB-0143_《台大管理论丛》/original.pdf,.pdf,application/pdf,3757855,PASS,38,PASS,
WEB-0146,07_会计合规与制裁/外部原件/WEB-0146_BBVA_公告，2022/original.pdf,.pdf,application/pdf,1225454,PASS,16,PASS,
WEB-0149,05_全球周期与历史危机/外部原件/WEB-0149_3._The_Silver_Institute（2026）：《World_Silver_Survey》——白银年度均价（2000：4.95；20/original.pdf,.pdf,application/pdf,15262541,PASS,92,PASS,
WEB-0156,08_企业案例与公开披露/外部原件/WEB-0156_上交所重组报告书，2025/original.pdf,.pdf,application/pdf,6959700,PASS,305,PASS,
WEB-0158,06_黄金美元与储备配置/外部原件/WEB-0158_XLSX_entry_xl_worksheets_sheet4.xml/original.pdf,.pdf,application/pdf,823212,PASS,7,PASS,
WEB-0159,06_黄金美元与储备配置/外部原件/WEB-0159_XLSX_entry_xl_worksheets_sheet2.xml/original.html,.html,text/html;charset=utf-8,115046,NOT_APPLICABLE,,PASS,
WEB-0162,05_全球周期与历史危机/外部原件/WEB-0162_7._美国财政部《1995_年墨西哥金融救援》文件（200_亿美元外汇稳定基金）：_/original.html,.html,text/html; charset=UTF-8,181696,NOT_APPLICABLE,,PASS,
WEB-0165,06_黄金美元与储备配置/外部原件/WEB-0165_PDF_link_annotation_/original.pdf,.pdf,application/pdf,679258,PASS,14,PASS,
WEB-0166,06_黄金美元与储备配置/外部原件/WEB-0166_PDF_link_annotation_/original.pdf,.pdf,application/pdf,1630956,PASS,22,PASS,
WEB-0186,08_企业案例与公开披露/外部原件/WEB-0186_Berkshire_2011_股东信/original.pdf,.pdf,application/pdf,129396,PASS,21,PASS,
WEB-0187,"06_黄金美元与储备配置/外部原件/WEB-0187_change_Reserve_Returns,_BIS_Working_Papers_No._906,_2020,/original.html",.html,text/html; charset=UTF-8,22687,NOT_APPLICABLE,,PASS,
WEB-0188,08_企业案例与公开披露/外部原件/WEB-0188_7._BIS（国际清算银行）1998_年年报第六章——危机对商品与金价的压制作用：/original.pdf,.pdf,application/pdf,295299,PASS,19,PASS,
WEB-0189,04_国别货币与中国出海/外部原件/WEB-0189_PDF_link_annotation_/original.pdf,.pdf,application/pdf,441806,PASS,75,PASS,
WEB-0190,"06_黄金美元与储备配置/外部原件/WEB-0190_work,_BIS_Papers_No._38,_2008,/original.pdf",.pdf,application/pdf,129519,PASS,28,PASS,
WEB-0191,06_黄金美元与储备配置/外部原件/WEB-0191_PDF_link_annotation_/original.html,.html,text/html; charset=UTF-8,35140,NOT_APPLICABLE,,PASS,
WEB-0192,"04_国别货币与中国出海/外部原件/WEB-0192_umentation,/original.pdf",.pdf,application/pdf,339102,PASS,10,PASS,
WEB-0194,05_全球周期与历史危机/外部原件/WEB-0194_1._美国_CPI_数据（2022-06_峰值_9.1%）：美国劳工统计局：_/original.html,.html,text/html,100471,NOT_APPLICABLE,,PASS,
WEB-0195,06_黄金美元与储备配置/外部原件/WEB-0195_XLSX_entry_xl_worksheets_sheet2.xml/original.html,.html,text/html,147708,NOT_APPLICABLE,,PASS,
WEB-0197,"05_全球周期与历史危机/外部原件/WEB-0197_Accord,_bubble_formation_and_subsequent_adjustment,/original.html",.html,text/html;charset=UTF-8,63804,NOT_APPLICABLE,,PASS,
WEB-0198,05_全球周期与历史危机/外部原件/WEB-0198_PDF_link_annotation_/original.html,.html,text/html;charset=UTF-8,72399,NOT_APPLICABLE,,PASS,
WEB-0199,05_全球周期与历史危机/外部原件/WEB-0199_PDF_link_annotation_/original.html,.html,text/html;charset=UTF-8,68065,NOT_APPLICABLE,,PASS,
WEB-0200,05_全球周期与历史危机/外部原件/WEB-0200_5._日银资金循环统计（家庭金融资产）：日本银行，_/original.html,.html,text/html;charset=UTF-8,59428,NOT_APPLICABLE,,PASS,
WEB-0207,08_企业案例与公开披露/外部原件/WEB-0207_CAFI_报告_PDF/original.pdf,.pdf,application/pdf,4234107,PASS,129,PASS,
WEB-0216,04_国别货币与中国出海/外部原件/WEB-0216_PDF_link_annotation_/original.html,.html,text/html; charset=utf-8,82668,NOT_APPLICABLE,,PASS,
WEB-0219,08_企业案例与公开披露/外部原件/WEB-0219_CICPA_刊载研究，2017/original.pdf,.pdf,application/pdf,10041219,PASS,147,PASS,
WEB-0235,05_全球周期与历史危机/外部原件/WEB-0235_5._国务院发展研究中心，张瑾《亚洲金融危机回顾与思考》，2022——各国股市跌幅与韩元半年贬值_48%：/original.html,.html,text/html; charset=gb2312,44391,NOT_APPLICABLE,,PASS,
WEB-0237,05_全球周期与历史危机/外部原件/WEB-0237_7._《华盛顿协议》（1999-09）：欧洲央行（ECB）声明：_/original.html,.html,text/html; charset=UTF-8,208598,NOT_APPLICABLE,,PASS,
WEB-0238,05_全球周期与历史危机/外部原件/WEB-0238_1._ECB《The_Financial_Crisis_in_the_Global_Economy》与希腊救助文件：_/original.html,.html,text/html; charset=UTF-8,99541,NOT_APPLICABLE,,PASS,
WEB-0239,"05_全球周期与历史危机/外部原件/WEB-0239_5._Burdekin,_R.C.K.（2005，EconStor_学术档案）：《US_pressure_on_China's_currency/original.pdf",.pdf,application/pdf,473398,PASS,33,PASS,
WEB-0249,08_企业案例与公开披露/外部原件/WEB-0249_CRS，2018/original.pdf,.pdf,application/pdf,606666,PASS,3,PASS,
WEB-0253,06_黄金美元与储备配置/外部原件/WEB-0253_XLSX_entry_xl_worksheets_sheet4.xml/original.html,.html,text/html,118262,NOT_APPLICABLE,,PASS,
WEB-0254,05_全球周期与历史危机/外部原件/WEB-0254_2._美联储加息记录：美联储官网（FOMC_声明与经济预测）：_/original.html,.html,text/html,166536,NOT_APPLICABLE,,PASS,
WEB-0256,04_国别货币与中国出海/外部原件/WEB-0256_2020年FOMC官方新闻稿索引（替代失效汇总链接）/original.html,.html,text/html,87431,NOT_APPLICABLE,,PASS,
WEB-0257,06_黄金美元与储备配置/外部原件/WEB-0257_XLSX_entry_xl_worksheets_sheet4.xml/original.html,.html,text/html,87259,NOT_APPLICABLE,,PASS,
WEB-0258,06_黄金美元与储备配置/外部原件/WEB-0258_XLSX_entry_xl_worksheets_sheet4.xml/original.html,.html,text/html,82734,NOT_APPLICABLE,,PASS,
WEB-0259,06_黄金美元与储备配置/外部原件/WEB-0259_XLSX_entry_xl_worksheets_sheet4.xml/original.html,.html,text/html,82508,NOT_APPLICABLE,,PASS,
WEB-0260,06_黄金美元与储备配置/外部原件/WEB-0260_XLSX_entry_xl_worksheets_sheet4.xml/original.html,.html,text/html,84345,NOT_APPLICABLE,,PASS,
WEB-0261,06_黄金美元与储备配置/外部原件/WEB-0261_XLSX_entry_xl_worksheets_sheet4.xml/original.html,.html,text/html,87011,NOT_APPLICABLE,,PASS,
WEB-0262,06_黄金美元与储备配置/外部原件/WEB-0262_XLSX_entry_xl_worksheets_sheet4.xml/original.html,.html,text/html,84619,NOT_APPLICABLE,,PASS,
WEB-0263,06_黄金美元与储备配置/外部原件/WEB-0263_XLSX_entry_xl_worksheets_sheet4.xml/original.html,.html,text/html,84784,NOT_APPLICABLE,,PASS,
WEB-0264,06_黄金美元与储备配置/外部原件/WEB-0264_XLSX_entry_xl_worksheets_sheet2.xml/original.html,.html,text/html,332017,NOT_APPLICABLE,,PASS,
WEB-0265,06_黄金美元与储备配置/外部原件/WEB-0265_-_来源：/original.html,.html,text/html,87929,NOT_APPLICABLE,,PASS,
WEB-0266,06_黄金美元与储备配置/外部原件/WEB-0266_XLSX_entry_xl_worksheets_sheet2.xml/original.html,.html,text/html,889264,NOT_APPLICABLE,,PASS,
WEB-0289,08_企业案例与公开披露/外部原件/WEB-0289_办法全文，中国政府网/original.html,.html,text/html,49259,NOT_APPLICABLE,,PASS,
WEB-0297,06_黄金美元与储备配置/外部原件/WEB-0297_XLSX_entry_xl_worksheets_sheet4.xml/original.pdf,.pdf,application/pdf,249405,PASS,9,PASS,
WEB-0298,08_企业案例与公开披露/外部原件/WEB-0298_6._IATA《2024_Blocked_Funds_Update》（尼日利亚清兑后、其余国家仍高企）：_/original.html,.html,text/html; charset=utf-8,134420,NOT_APPLICABLE,,PASS,
WEB-0299,04_国别货币与中国出海/外部原件/WEB-0299_url_=/original.html,.html,text/html; charset=utf-8,109350,NOT_APPLICABLE,,PASS,
WEB-0300,08_企业案例与公开披露/外部原件/WEB-0300_1._IATA《Blocked_Funds_Report》（2023-04_峰值_22.7_亿美元、分国别数据）：_/original.html,.html,text/html; charset=utf-8,131788,NOT_APPLICABLE,,PASS,
WEB-0301,04_国别货币与中国出海/外部原件/WEB-0301_PDF_link_annotation_/original.html,.html,text/html; charset=utf-8,106599,NOT_APPLICABLE,,PASS,
WEB-0303,07_会计合规与制裁/外部原件/WEB-0303_4._IAS_29《恶性通货膨胀经济中的财务报告》准则文本：IFRS_Foundation：_/original.html,.html,text/html;charset=utf-8,131324,NOT_APPLICABLE,,PASS,
WEB-0306,07_会计合规与制裁/外部原件/WEB-0306_PDF_link_annotation_/original.pdf,.pdf,application/pdf,834187,PASS,25,PASS,
WEB-0307,07_会计合规与制裁/外部原件/WEB-0307_PDF_link_annotation_/original.pdf,.pdf,application/pdf,103226,PASS,14,PASS,
WEB-0309,"07_会计合规与制裁/外部原件/WEB-0309_Economies,/original.html",.html,text/html;charset=utf-8,112988,NOT_APPLICABLE,,PASS,
WEB-0310,07_会计合规与制裁/外部原件/WEB-0310_PDF_link_annotation_/original.html,.html,text/html;charset=utf-8,112316,NOT_APPLICABLE,,PASS,
WEB-0318,05_全球周期与历史危机/外部原件/WEB-0318_1._IMF《Mexico_The_Tequila_Crisis》案例研究（比索汇率、外储、救助规模）：_/original.html,.html,text/html,14719,NOT_APPLICABLE,,PASS,
WEB-0335,"06_黄金美元与储备配置/外部原件/WEB-0335_论文,论文PDF,完整论文,2026-02-28,一次性,MDPI_PMC,/original.html",.html,text/html,2200,NOT_APPLICABLE,,PASS,
WEB-0336,04_国别货币与中国出海/外部原件/WEB-0336_缺失论文PDF恢复候选/original.html,.html,text/html,2220,NOT_APPLICABLE,,PASS,
WEB-0344,06_黄金美元与储备配置/外部原件/WEB-0344_PDF_link_annotation_/original.html,.html,text/html,24277,NOT_APPLICABLE,,PASS,
WEB-0345,08_企业案例与公开披露/外部原件/WEB-0345_人社部，2020/original.html,.html,text/html,989,NOT_APPLICABLE,,PASS,
WEB-0348,05_全球周期与历史危机/外部原件/WEB-0348_PDF_link_annotation_/original.html,.html,text/html; charset=UTF-8,92994,NOT_APPLICABLE,,PASS,
WEB-0349,05_全球周期与历史危机/外部原件/WEB-0349_PDF_link_annotation_/original.html,.html,text/html; charset=UTF-8,80343,NOT_APPLICABLE,,PASS,
WEB-0350,"05_全球周期与历史危机/外部原件/WEB-0350_sions_and_Contractions,/original.html",.html,text/html; charset=UTF-8,72076,NOT_APPLICABLE,,PASS,
WEB-0351,05_全球周期与历史危机/外部原件/WEB-0351_PDF_link_annotation_/original.html,.html,text/html; charset=UTF-8,91464,NOT_APPLICABLE,,PASS,
WEB-0352,08_企业案例与公开披露/外部原件/WEB-0352_NBER，2013/original.pdf,.pdf,application/pdf,2171272,PASS,49,PASS,
WEB-0357,08_企业案例与公开披露/外部原件/WEB-0357_金融监管总局官网全文/original.html,.html,text/html,20416,NOT_APPLICABLE,,PASS,
WEB-0359,08_企业案例与公开披露/外部原件/WEB-0359_办法附件测算示例/original.html,.html,text/html,8938,NOT_APPLICABLE,,PASS,
WEB-0363,06_黄金美元与储备配置/外部原件/WEB-0363_XLSX_entry_xl_worksheets_sheet11.xml/original.html,.html,text/html; charset=UTF-8,22597,NOT_APPLICABLE,,PASS,
WEB-0364,06_黄金美元与储备配置/外部原件/WEB-0364_-_来源：/original.html,.html,text/html; charset=UTF-8,16007,NOT_APPLICABLE,,PASS,
WEB-0368,08_企业案例与公开披露/外部原件/WEB-0368_普华永道，2024/original.pdf,.pdf,application/pdf,3235033,PASS,42,PASS,
WEB-0382,05_全球周期与历史危机/外部原件/WEB-0382_7._中国央行_2022_年_11_月重启购金（+32_吨）：国家外汇管理局_2022_年_12_月官方储备数据公报：_/original.html,.html,text/html,103172,NOT_APPLICABLE,,PASS,
WEB-0384,08_企业案例与公开披露/外部原件/WEB-0384_《清华大学学报》财务预警综述，2023/original.pdf,.pdf,application/pdf,2560588,PASS,16,PASS,
WEB-0385,08_企业案例与公开披露/外部原件/WEB-0385_2._Newmont_公司_10-K_年报（SEC，2006）——引_LBMA_伦敦下午定盘价年度高_低_均价（2000：279；2001：27/original.html,.html,text/html,3578296,NOT_APPLICABLE,,PASS,
WEB-0386,08_企业案例与公开披露/外部原件/WEB-0386_3._美国SEC备案文件（SPDR_Gold_Trust_FWP，载2008年3月17日金价1011美元纪录），2009年，/original.html,.html,text/html,33589,NOT_APPLICABLE,,PASS,
WEB-0387,08_企业案例与公开披露/外部原件/WEB-0387_3._AB_InBev_2023_年报（阿根廷贬值_+_IAS_29_冲击_3.03_亿美元）：SEC_EDGAR：_/original.html,.html,text/html; charset=UTF-8,82525,NOT_APPLICABLE,,PASS,
WEB-0388,08_企业案例与公开披露/外部原件/WEB-0388_1._AB_InBev_2023_年报（20-F，IAS_29_重述与贬值负面影响_3.03_亿美元）：SEC_EDGAR：_/original.html,.html,text/html; charset=UTF-8,65607,NOT_APPLICABLE,,PASS,
WEB-0389,08_企业案例与公开披露/外部原件/WEB-0389_AB_InBev_FY2023，SEC/original.html,.html,text/html,867071,NOT_APPLICABLE,,PASS,
WEB-0390,08_企业案例与公开披露/外部原件/WEB-0390_Barrick_2009_年报，SEC/original.html,.html,text/html,2528778,NOT_APPLICABLE,,PASS,
WEB-0391,08_企业案例与公开披露/外部原件/WEB-0391_4._Palantir_10-Q_10-K（SEC_EDGAR）：_/original.html,.html,text/html,38617,NOT_APPLICABLE,,PASS,
WEB-0393,08_企业案例与公开披露/外部原件/WEB-0393_SGE_官网/original.html,.html,text/html;charset=UTF-8,55311,NOT_APPLICABLE,,PASS,
WEB-0394,06_黄金美元与储备配置/外部原件/WEB-0394_-_SGE_更早历史数据：/original.html,.html,text/html;charset=UTF-8,51845,NOT_APPLICABLE,,PASS,
WEB-0395,06_黄金美元与储备配置/外部原件/WEB-0395_XLSX_entry_xl_worksheets_sheet11.xml/original.html,.html,text/html;charset=UTF-8,43210,NOT_APPLICABLE,,PASS,
WEB-0396,06_黄金美元与储备配置/外部原件/WEB-0396_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93854,NOT_APPLICABLE,,PASS,
WEB-0397,06_黄金美元与储备配置/外部原件/WEB-0397_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93346,NOT_APPLICABLE,,PASS,
WEB-0398,06_黄金美元与储备配置/外部原件/WEB-0398_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,89606,NOT_APPLICABLE,,PASS,
WEB-0399,06_黄金美元与储备配置/外部原件/WEB-0399_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,89198,NOT_APPLICABLE,,PASS,
WEB-0400,06_黄金美元与储备配置/外部原件/WEB-0400_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93856,NOT_APPLICABLE,,PASS,
WEB-0401,06_黄金美元与储备配置/外部原件/WEB-0401_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93335,NOT_APPLICABLE,,PASS,
WEB-0402,06_黄金美元与储备配置/外部原件/WEB-0402_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93604,NOT_APPLICABLE,,PASS,
WEB-0403,06_黄金美元与储备配置/外部原件/WEB-0403_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93069,NOT_APPLICABLE,,PASS,
WEB-0404,06_黄金美元与储备配置/外部原件/WEB-0404_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93589,NOT_APPLICABLE,,PASS,
WEB-0405,06_黄金美元与储备配置/外部原件/WEB-0405_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93070,NOT_APPLICABLE,,PASS,
WEB-0406,06_黄金美元与储备配置/外部原件/WEB-0406_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,92602,NOT_APPLICABLE,,PASS,
WEB-0407,06_黄金美元与储备配置/外部原件/WEB-0407_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,92090,NOT_APPLICABLE,,PASS,
WEB-0408,06_黄金美元与储备配置/外部原件/WEB-0408_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93853,NOT_APPLICABLE,,PASS,
WEB-0409,06_黄金美元与储备配置/外部原件/WEB-0409_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93313,NOT_APPLICABLE,,PASS,
WEB-0410,06_黄金美元与储备配置/外部原件/WEB-0410_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93864,NOT_APPLICABLE,,PASS,
WEB-0411,06_黄金美元与储备配置/外部原件/WEB-0411_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,93322,NOT_APPLICABLE,,PASS,
WEB-0412,06_黄金美元与储备配置/外部原件/WEB-0412_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,92594,NOT_APPLICABLE,,PASS,
WEB-0413,06_黄金美元与储备配置/外部原件/WEB-0413_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,92093,NOT_APPLICABLE,,PASS,
WEB-0414,06_黄金美元与储备配置/外部原件/WEB-0414_XLSX_entry_xl_worksheets_sheet6.xml/original.html,.html,text/html;charset=UTF-8,91594,NOT_APPLICABLE,,PASS,
