"archive_asset_id","archive_run_id","download_status","evidence_grade","redistribution_scope","local_path","sha256","replacement_source","target_table","reuse_decision","revalidation_required"
"LCL-0133","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/02_因素地图.png","82d767eca43c82c2deed120cef1903bea1d9c71b87c5b9229ad99cf9bf359a79","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0134","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/03_事件时间线.png","9bf143a0e19622d38a1c4597237ba4670a1afd417f3e56e37be8cd7b221eabb9","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0135","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/04_因子扫描.png","ace1cbb4c31661fa95d5d112aee024bf283bcb96880769c9ac23b20c8213dac9","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0136","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/05_月度建模表.png","bd632993f42bc18fdf7a22890ab056db4365c18c1e78ca29ff5a878c61a32bdf","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0137","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/06_月度价格.png","d40b762f5d30e265be4dfc575795ca3d5ec7da5e3e6856a7cb287601e090290f","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0138","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/07_日收益率.png","a9ad34115b466bb4d2e5851a41f9bff16481a46bf6194e94617b0bc696aaa74a","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0139","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/08_美元指数.png","75c7252fc2e92719cb710ccd0d444efb2d1a5e25d9be04a275865a8dd2a4d211","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0140","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/09_CFTC持仓.png","f90ee14bcf6d44cf243ff8b070aec9dda4826b3355dab892de12876319a60748","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0141","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/10_GPR指数.png","4a0c2a5477abc7c78dc714c8aa028f3d916ca87051faab8aa8a1757fb4a9eceb","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0142","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/11_质量检查.png","64cf48b997c665bc682d344e27c67560d44b7defed4465041bad3279067095c8","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0143","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/processed/China_Mainland_EPU_proxy_2022-02_to_2025-02.csv","1fd2cdd557f47c4483eaf3f75a9fcf9acf8d41c4b906219d35fce2222a365a7b","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0144","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/processed/Fed_broad_dollar_proxy_2022-02_to_2025-02.csv","10e9314091975551e1d59cc1e10b3ce38b30aeb6803448273d250a721b43e5da","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0145","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/processed/THUOCL_caijing_utf8.csv","7835d68446c871cf2b59ef552d7301c04849e4778ec01873abbbc3a220e84a24","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0146","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/processed/US_Treasury_real_yield_proxy_2022-02_to_2025-02.csv","9ac2c8e57b9784e9d8715bd00c4b79d0f4ac2fa386400b501c4795c02ba3df20","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0147","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/processed/World_Bank_commodity_proxies_2022-02_to_2025-02.csv","fbb27012e156ff32a0347741cefdb5953c6e8fa335a348e4912db08cbcaec814","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0148","20260816_research_archive_v1","EXCLUDED_SECRET","内部","metadata_only","","7a4e96f90a2023d863091f0af8b77d34e645a4995be456daacb74dc2b94fbc99","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","EXCLUDE_FROM_ALL_PACKAGES","NOT_APPLICABLE"
"LCL-0149","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/raw/China_Mainland_Paper_EPU.xlsx","16941dfed24eed12afe2d9e92b02a561e2b2f2e4540ae3306893d70985e79222","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0150","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/raw/THUOCL_caijing.txt","68e63d2009e59c6f388eeaa789d19b6a681657de3e8e56cc3479b21cd8548542","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0151","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/datasets/raw/THUOCL_LICENSE.txt","db4b8cca414db4cf487b933d07a0514f77caf44f9f3d392f2bc9d7ba0d511c58","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0152","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/checksums_sha256.txt","075c9565cdc8da26036abdfd7500d68d828f924dda58cddae03f23164c1dd309","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0153","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/dataset_manifest.csv","a0c7333bbd04c4f0c05619806e23aa9af3b53075b9745496c7a16e94ba3af53c","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0154","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/europepmc_fulltext.xml","1aa9d51b0e09a196758e72f6b58f6df55f42216213930d44fa2eb9e541c71799","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0155","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/heywhale_app.js","a3f0e314b53435400a271eadc3c164e4a8ea8045bbe39f6f0a5661e2aaf155a7","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0156","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/heywhale_dataset_page.html","50b7588d55000764dd1e33733bd0d70319d58c77bede63fa47cb6d597b2d2b57","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0157","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/sge_en_daily.html","a0cae3c4742b81f92f67b66afccc3774b688c6b08c043edc1273cddf776d9546","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0158","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/sge_func.js","05b2bf8b527f19a71aa6d48cad443622b1453c6af2bff2c00bad5181616ba7b6","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0159","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/sge_main.js","095cd996e7b768280dc45a479cdb67e3d8c311d127b6cebd88f474262777d947","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0160","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/sge_quotation_daily_new.html","a8a5d352558791a5e9986e6cdb52c6daeafda3d3203c860cf891f7d63deca57b","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0161","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/metadata/sge_tools.js","3791aae159b6a6b2e37fc533131bdb9d765b425d5823580c9f933ac125b7070e","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0162","20260816_research_archive_v1","EXCLUDED_SECRET","内部","metadata_only","","036e47d2fec97fe2a96b3a69424a7e3db6f58268c9b2284cfe87e28bfb1571ac","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","EXCLUDE_FROM_ALL_PACKAGES","NOT_APPLICABLE"
"LCL-0163","20260816_research_archive_v1","EXCLUDED_SECRET","内部","metadata_only","","7a4e96f90a2023d863091f0af8b77d34e645a4995be456daacb74dc2b94fbc99","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","EXCLUDE_FROM_ALL_PACKAGES","NOT_APPLICABLE"
"LCL-0164","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/论文数据来源与复现清单.xlsx","0f201c8de76bdc2c20c83ef8877bffd963a685b5a205d0310b446dc516c6cce5","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0165","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/论文数据来源与复现清单.xlsx.inspect.ndjson","3f3960de6bf79f0fdbedd13be0eb34444d13838dd1df9b7c18930753c20d5b75","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0166","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/formula_error_scan.ndjson","acc0111e19cf44d2753fc9ecd164bf1b27fbd65597463a25cf48bd1c65e90146","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0167","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/导读.png","56c9d2012b5808783749b1c3fb08a517d84614c629dbbc47fc67f72be2cd1898","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0168","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/复现风险.png","2b200869f2b6818b962d592cddac74298f218b5c6dfeaea682537c73aed3e5bf","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0169","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/美元指数代理.png","beec18add2f22e0aa215d267e719cf3c55dd5284f3072ae000d5b41e0498a0e0","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0170","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/商品月度代理.png","a4fca2c492d06fd2af7e22e911c9a7391264a7bac57f45c1e008941c328ac087","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0171","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/实际利率代理.png","b8cbbd3916426bcf3a30150ee2179b35910a28bf85738bb29d2765b2a9c394b0","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0172","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/数据清单.png","d66875fcac53ada943fcc255177b270cdb938ef65fc1e30d7995bec569f933a9","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0173","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/质量检查.png","4a831ed5fa86ecdc11af920f5813b77ac9bc9491c13d091a24635481d008dcd4","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0174","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/EPU代理.png","fcc4d5d2f09bdd43304cd8e020b395d78215587289576e9a1dcb71b86f538552","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0175","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/previews/THUOCL财经词表.png","1d06b1958bc3fdba744a5055c28338172ea6f8e621f45c45be4f31d1fb207fea","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0176","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","private_only","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/outputs/019f56e7-91fe-7a43-b1d0-ae50e45c9d0c/workbook_inspect.ndjson","0b6ae80ef747fff19c464db237e165e78ab63611686614db7def0cf6320c6353","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0177","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/README_论文学习与数据说明.md","b423033d42841d2cb258f7f3c6bfefc09eea27ec10ff2ac92c74b6f5123b7347","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0178","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","10_数据集原件与说明/本地原件/最终数据/最终数据/research/media_sentiment_gold_paper/scripts/build_reproducibility_package.mjs","78b91219f6df916073a1d55ee6e66f5702532985a664b019a1488c8431d5b82a","","source_registry|country_monthly_risk|asset_monthly_return|global_cycle_month","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0179","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","A","shared","01_比赛与项目基线/本地原件/XH-202612_Smartbi AI驱动的数据创新平台研究.pdf","f340b535e9a64e681030a6e45be673a9704163b77c29b49575aaae6d0475b242","","source_registry","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"LCL-0180","20260816_research_archive_v1","ALREADY_LOCAL_VERIFIED","内部","shared","01_比赛与项目基线/本地原件/XH-202612比赛硬性要求与评分标准_含技术方案.xlsx","29f5360c483e95434bd813060528e7fcd566a02fdfa0057cabaf06c8ed3b5867","","source_registry","REUSE_AS_CONTEXT_AFTER_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0001","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0002","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","06_黄金美元与储备配置/外部原件/WEB-0002__a_href=_/original.html","5a19140e05a2c7aa67b27b5af4b0acec69a859ef5dd9ca4feccbd2dff793c452","","asset_monthly_return|portfolio_scenario","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0003","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","global_cycle_month|historical_crisis_event|country_event","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0004","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0005","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0006","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0007","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0008","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","08_企业案例与公开披露/外部原件/WEB-0008_中国期货业协会分析框架，2022/original.pdf","b62a2d2650c0a35acc1e9c8585a5fd252cef7b1aa31928b414af748ca1456110","","company_overseas_exposure|case_evidence","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0009","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0010","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0011","20260816_research_archive_v1","DOWNLOADED_VERIFIED","A","shared","08_企业案例与公开披露/外部原件/WEB-0011_人民银行，2022/original.html","876d048a0421cf84f86f5f6fee7311f412caaac18baf14473872120d4c402430","","company_overseas_exposure|case_evidence","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0012","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0013","20260816_research_archive_v1","DOWNLOADED_VERIFIED","B","shared","06_黄金美元与储备配置/外部原件/WEB-0013__a_href=_/original.html","14f112f8f20d7815cf5f4fb854a3cb4a7ffe2cbde00504fc7efafafa31ba9d8b","","asset_monthly_return|portfolio_scenario","REUSE_AFTER_FIELD_AND_CLAIM_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0014","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0015","20260816_research_archive_v1","MANUAL_ACTION_REQUIRED","D","metadata_only","","","","country_policy_year|portfolio_scenario|source_registry","USER_ACTION_BEFORE_USE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0016","20260816_research_archive_v1","DOWNLOADED_VERIFIED","D","private_only","08_企业案例与公开披露/外部原件/WEB-0016_UBS_GFOR_2025/original.pdf","26e00fa9571bf5bf95269fcfbfb02e22da91ea5debca251202bebbd8d74bc2a3","","company_overseas_exposure|case_evidence","LOCAL_ONLY_REUSE_AFTER_FIELD_CHECK","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0017","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0018","20260816_research_archive_v1","METADATA_ONLY_LICENSE","D","metadata_only","","","","company_overseas_exposure|case_evidence","METADATA_ONLY_DO_NOT_REDISTRIBUTE","YES_BEFORE_FORMAL_MODEL_USE"
"WEB-0019","20260816_research_archive_v1","MANUAL_ACTION_REQUIRED","D","metadata_only","","","","asset_monthly_return|portfolio_scenario","USER_ACTION_BEFORE_USE","YES_BEFORE_FORMAL_MODEL_USE"
